episode_run_time,first_air_date,networks,number_of_seasons,original_name,production_companies,firstStar,secondStar,thirdStar,writer,director,musician,genre1,genre2,createdBy,air_time,adaptation
130,1/15/2020 0:00,Show TV,1,Zemheri,Ay Yapım,Emir Çubukçu,Ayça Ayşin Turan,Alperen Duymaz,"Sema Ergenekon ,","Hilal Saral ,",,Drama,,Kerem Çatay,20,0
120,11/19/2019 0:00,Kanal D,1,Azize,Süreç Film,Buğra Gülsoy,Hande Erçel,Mustafa Avkıran,"Başar Başaran,","Volkan Kocatürk ,",,Drama,,Ali Gündoğdu,20,0
120,10/25/2019 0:00,Star TV,1,Sevgili Geçmiş,Süreç Film,Ece Uslu,Emre Kınay,Sevda Erginci,"Funda Alp,","Aydın Bulut ,",Batuhan Fırat,Drama,,İnci Gündoğdu,20,0
120,10/23/2019 0:00,FOX,1,Kurşun,Most Production,Engin Altan Düzyatan,Burçin Terzioğlu,Berrak Tüzünataç,"Kerem Deren,",Murat Can Oğuz,Timur Selçuk,Drama,Action,Gül Oğuz,20,0
120,9/9/2019 0:00,Star TV,1,Çocuk,1441 Productions,Nazan Kesal,İsmail Hacıoğlu,Merve Çağıran,Nazlı Sunlu Kaçan,"Serkan Birinci ,",,Drama,Family,İrfan Şahin,20,0
130,8/12/2019 0:00,Star TV,2,Mehmetçik Kut'ül Amare,Bozdağ Film,Kaan Taşaner,İsmail Hacıoğlu,Cansu Tosun,Mehmet Bozdağ,Mustafa Şevki Doğan,Alpay Göltekin,History,Fiction,Mehmet Bozdağ,20,0
9,8/1/2019 0:00,BluTV,3,Aynen Aynen,BluTV,Nilperi Şahinkaya,Kerem Bursin,Uraz Kaygılaroğlu,"Alper Erze ,","Yunus Ozan Korkut ,",Batuhan Fırat,Comedy,Short,Mina Saygı,online,0
120,6/13/2019 0:00,Star TV,1,Benim Tatlı Yalanım,O3 Medya,Aslı Bekiroğlu,Furkan Palalı,Lavinya Ünlüer,"Deniz Dargı ,Murat Taşkent ,","Barış Erçetin ,Cihan Vural ,",Cem Tuncer,Comedy,Drama,Şevket Pamir,20,0
120,6/12/2019 0:00,Kanal D,1,Afili Aşk,ARC Film,Burcu Özberk,Çağlar Ertuğrul,Altan Erkekli,"Barış Erdoğan ,İlker Arslan ,Kübra Sülün ,Okşan Tavaslıoğlu ,","Serdar Gözelekli ,",Aslı Demirer,Comedy,Romantic,Fatih Enes Ömeroğlu,20,0
138,6/11/2019 0:00,atv,1,Kimse Bilmez,Baba Yapım,Özgü Kaya,Keremcem,Engin Hepileri,Hasan Burak Kayacı,Hakan Eren,Engin Aslan,Action & Adventure,Drama,Hakan Eren,20,0
120,5/27/2019 0:00,atv,1,Canevim,Koliba Film,Biran Damla Yılmaz,Aras Aydın,Özgür Çevik,Filiz Alpgezmen,"Adnan Güler ,",Engin Aslan,Drama,Family,Ata Türkoğlu,22,0
120,4/16/2019 0:00,Kanal D,1,Leke,"Tims Productions,Bi Yapım",Melis Sezen,Burak Sevinç,Mehmet Bozdoğan,Yıldız Tunç,"Metin Balekoğlu ,",Cem Yıldız,Drama,Family,Timur Savcı,20,0
120,4/7/2019 0:00,atv,1,Zengin ve Yoksul,NTC Medya,Binnur Kaya,Gökhan Alkan,Osman Sonant,Yelda Eroğlu,"Deniz Yorulmazer ,",Alp Yenier,Drama,Romantic,Mehmet Yiğit Alp,20,0
130,3/3/2019 0:00,Show TV,1,Nöbet,Pana Film,Yurdaer Okur,Saygın Soysal,İpek Karapınar,Necati Şaşmaz,Ömer Gökhan Erkut,Gökhan Kırdar,War & Politics,Action & Adventure,Muhammed Necati Şaşmaz,20,0
130,2/13/2019 0:00,Star TV,2,Kuzgun,Ay Yapım,Barış Arduç,Burcu Biricik,Nilperi Şahinkaya,"Burcu Görgün Toptaş ,Özlem Yılmaz ,",Bahadır İnce,Toygar Işıklı,Action & Adventure,Drama,Kerem Çatay,20,1
130,2/6/2019 0:00,FOX,1,Vurgun,Gold Film,Erkan Petekkaya,Deniz Çakır,Emre Kınay,"Başar Başaran ,Emre Özdür ,","Altan Dönmez ,","Alpay Göltekin, Zeynep Alasya, Caner Özkan, Güldiyar Tanrıdağlı,",Soap,Family,Faruk Turgut,20,0
130,1/27/2019 0:00,Star TV,2,Kardeş Çocukları,Gold Film,Alara Turan,Mehmet Aslantuğ,Ayça Bingöl,"Sırma Yanık ,","Faruk Teber ,","Aytekin Ataş,",Family,Drama,Faruk Turgut,20,0
130,1/15/2019 0:00,TRT 1,1,Halka,ES Film,Serkan Çayoğlu,Hande Erçel,Kaan Yıldırım,"Aziz Tuna, Selim Bener, Ali Demirel, Meryem Diri,","Volkan Kocatürk,","Sertaç Özgümüş,",Action & Adventure,Drama,Yusuf Esenkal,20,0
130,1/7/2019 0:00,TRT 1,2,Vuslat,A23 Medya,Kadir Doğulu,Devrim Özkan,Mehmet Özgür,"Betül Yağsağan,","Murat Onbul,","Fırat Yükselir,",Drama,Mystery,Uğur Veli,20,0
120,1/1/2019 0:00,Show TV,1,Oyunbozan,Aka Yapım,Barış Kılıç,İlayda Akdoğan,Kenan Bal,"Altuğ Küçük, Ümit Saat,",Emre Kabakuşak,,Horror,Crime,Altug Küçük,20,0
130,12/24/2018 0:00,TRT 1,1,Tek Yürek,Degas Film - Volkan Kocatürk,Tayanç Ayaydın,Vildan Atasever,Eslem Akar,"Meriç Demiray, Elif Asılkefeli, Banu Tekcan,","Mehmet Ada Öztekin ,","Tuna Velibaşoğlu,",Crime,Action & Adventure,Ahmet Kayımtu,20,0
45,12/14/2018 0:00,Netflix,3,The Protector,O3 Medya,Çağatay Ulusoy,Ayça Ayşin Turan,Hazar Ergüçlü,"Jason George, Yasemin Yılmaz, Emre Özpirinçci, Atilla Ünsal,",,Emin Yasin Vural,Action & Adventure,Mystery,Binnur Karaevli,online,0
120,12/8/2018 0:00,Star TV,1,Şahane Damat,Sinegraf,Burcu Özberk,Ali Ersan Duru,Nükhet Duru,"Ayşe Ferda Yılmaz,","Raşit Çelikeze,",,Romantic,Family,Osman Sınav,20,0
145,12/1/2018 0:00,Show TV,1,Rüya,Gold Film,Hazal Filiz Küçükköse,Ceyhun Mengiroğlu,Ulaş Tuna Astepe,"Kaktüs Yazı Grubu,","Cemal Şan ,",,Family,Drama,Şenay Abacı Turgut,20,0
55,11/30/2018 0:00,BluTV,1,Bozkır,ARC FILMS,Yiğit Özşener,Ekin Koç,Nur Fettahoğlu,"Levent Cantek ,","Bahadır İnce ,",,Crime,Drama,Fatih Enes Ömeroğlu,online,0
120,11/23/2018 0:00,atv,1,Şahin Tepesi,Ay Yapım,Zerrin Tekindor,Ebru Özkan,Boran Kuzum,"Melek Gençoğlu ,","Hilal Saral,","Toygar Işıklı,",Drama,,Kerem Çatay,20,0
120,11/22/2018 0:00,Show TV,1,Çarpışma,Ay Yapım,Kıvanç Tatlıtuğ,Elçin Sangu,Melisa Aslı Pamuk,"Ali Aydın,","Uluç Bayraktar ,","Toygar Işıklı,",Action & Adventure,Drama,Kerem Çatay,21,0
120,11/11/2018 0:00,TRT 1,3,Tozkoparan,Veya Yapım ,Yusuf Gökhan Atalay,Demir Saygı,Özgür Ege Nalci,Mustafa Burak Doğu,Şevki Es,Özgür Zoral,Action & Adventure,Kids,Can Özcanlı,17,0
120,11/1/2018 0:00,Kanal D,1,Muhteşem İkili,TMC,İbrahim Çelikkol,Kerem Bursin,Özge Gürel,Emre Özdur,"Çağatay Tosun ,",,Action & Adventure,Drama,Erol Avcı,20,0
120,10/27/2018 0:00,Kanal D,1,İkizler Memo - Can,Erler Film,Nehir Erdoğan,Özgürcan Çevik,Emir Berke Zincidi,"Ahmet Yurdakul ,","Erol Özlevi ,",Murat Evgin,Family,Kids,Türker İnanoğlu,20,0
40,10/19/2018 0:00,BluTV,1,Bartu Ben,Blu TV,Bartu Küçükçağlayan,Nazlu Bulum,Müfit Kayacan,"Bartu Küçükçağlayan,","Tolga Karaçelik,",Ahmet Kenan Bilgic,Comedy,Drama,Bartu Küçükçağlayan,online,0
120,10/7/2018 0:00,atv,1,Ağlama Anne,Süreç Film,Aslıhan Malbora,Birce Akalay,Özlem Yılmaz,Serdar Oğuz,Feride Kaytan,Jingle Tv,Drama,Family,İnci Gündoğdu,20,0
120,10/7/2018 0:00,Kanal D,1,Bir Litre Gözyaşı,Med Yapım,Miray Daner,Sanem Çelik,Tolga Tekin,Gül Meriç Özen,"Serhan Şahin ,",Jingle TV,Drama,Romantic,Fatih Aksoy,20,0
120,9/27/2018 0:00,Kanal D,1,Bir Umut Yeter,MF Yapım,Tolgahan Sayışman,Hazal Subaşı,Esra Bilgiç Töre,Umut Açıkalın,"Yusuf Pirhasan ,",Jingle TV,Drama,,Faruk Bayhan,20,0
120,9/19/2018 0:00,TV8,1,Kızım,Med Yapım,Buğra Gülsoy,Beren Gökyıldız,Leyla Lydia Tuğutlu,"Banu Kiremitçi, Irmak Bahçeci,","Gökçen Usta ,",,Drama,Family,Fatih Aksoy,20,1
120,9/16/2018 0:00,FOX,1,Adı Mutluluk,Süreç Film,Dilara Aksüyek,Serkan Tınmaz,Kaan Yıldırım,Aksel Bonfin,Ersoy Özlevi,Atakan Ilgazdağ,Drama,Romantic Comedy,"	Ali Gündoğdu",20,0
120,9/13/2018 0:00,atv,3,Bir Zamanlar Çukurova,"Tims Productions,Bi Yapım",Murat Ünalmış,Selin Genç,Vahide Perçin,"Yıldız Tunç, Su Ersöz, Derem Çıray","Faruk Teber ,","Aytekin Ataş,",Drama,Romantic,Timur Savcı,21,1
45,9/6/2018 0:00,BluTV,1,Yaşamayanlar,"Bubi Film, Ran Film, Braveborn, İstanbul'74",Elçin Sangu,Kerem Bursin,Selma Ergeç,Şamil Yılmaz,Alphan Eşeli,,Drama,Sci-Fi & Fantasy,Alphan Eşeli,online,0
120,8/13/2018 0:00,Kanal D,1,Koca Koca Yalanlar,Limon Film,Hakan Yılmaz,Evrim Alasya,Selen Uçer,"Gülabuş Semerci,","Osman Taşçı,","Jıngle Tv,",Comedy,,Hayri Aslan,20,0
120,8/1/2018 0:00,Star TV,1,Nefes Nefese,TMC,Uğur Yücel,Şükrü Özyıldız,Melisa Şenolsun,"Selin Tunç,","Aydın Bulut,",,Drama,,Erol Avcı,20,0
120,7/22/2018 0:00,TRT 1,2,Elimi Birakma,Üs Yapım,Alp Navruz,Alina Boz,Cemre Gümeli,"Nilüfer Aydın, Volkan Yazıcı, Serap Güzel","Sadullah Celen,","Ender Gündüzlü, Metin Arıgül,",Drama,Romantic,Süreyya Yaşar Önal,20,1
120,7/16/2018 0:00,TRT 1,1,Ege'nin Hamsisi,Köprü Film,İclal Aydın,Uğur Çavuşoğlu,Uraz Kaygılaroğlu,"Filiz Ekici, Yıldırım Bayazıt","Mustafa Şevki Doğan,",,Family,Comedy,Bahar Filiz Ekinci,22,0
120,7/6/2018 0:00,FOX,3,4N1K,Fabrika Yapım,Cemrehan Karakaş,Aybanu Aykut,Zeynep Özder,"Ferhat Ergün,","Murat Onbul,","Emir Ersoy,",Comedy,Romantic,Öner Arslanel,20,0
120,7/5/2018 0:00,Show TV,1,Meleklerin Aşkı,Süreç Film,Didem Balçın,Berkay Hardal,Gülper Özdemir,"Gülbike Sonay Üte ,Müge Şeviker ,Yelda Arıtaş ,Damla Güçer Çamtepe ,Kağan Güler ,",,,Drama,Comedy,Ersoy Güler,20,0
120,6/26/2018 0:00,Star TV,1,Erkenci Kuş,Gold Film,Demet Özdemir,Can Yaman,Birand Tunca,"Aslı Zengin, Banu Zengin Tak, Ayşe Kutlu,","Çağrı Bayrak,","Cem Öget,",Drama,Comedy,Faruk Turgut,20,0
120,6/20/2018 0:00,Kanal D,1,Hayati ve Diğerleri,1441 Productions,Cankat Aydos,Aybike Esin Tumluer,Celil Nalçakan,"Onur Özcan, Murat Özsoy,","Metin Balekoğlu,","Eypio,",Family,Comedy,Özer Kızıltan,20,0
120,6/14/2018 0:00,Star TV,1,Kalbimin Sultanı,Maya Film,Ali Ersan Duru,Alexandra Nikiforova,Emel Çölgeçen,"Özlem İnci Hekimoğlu, Nil Güleç Ünsal, Atilla Ünsal,",Eda Teksöz,,Comedy,,Burhan Özkan,20,0
120,6/1/2018 0:00,Show TV,1,Darısı Başımıza,Gold Film,Ozan Dolunay,Elif Doğan,Devrim Yakut,"Deniz Dargı, Okşan Tavaşlıoğlu, Kübra Sülün, Naz Yiğit,",Barış Yöş,"Cem Özkan, Murat Hasarı,",Comedy,Family,Faruk Turgut,20,0
120,5/31/2018 0:00,atv,1,Kocaman Ailem,MİA Yapım,Aksel Bonfil,Çağla Demir,Emre Karayel,"Berat Deniz, Alper Çağlayan, Şeyda Delibaş, Nergis Herdem İnce, Armağan Gül Şahin","Sadullah Şentürk,","Banu Akdeniz,",Comedy,Drama,Hakan İnan,20,0
120,4/13/2018 0:00,Show TV,1,Servet,Ortaks Yapim,Bahar Şahin,Baran Bölükbaşı,Cemre Gümeli,"Murat Boyacıoğlu,","Emir Khalilzadeh,",,Drama,,Müge Turalı Pak,20,0
90,4/12/2018 0:00,Star TV,1,Aşktan Kaçılmaz,Erler Film,Berk Oktay,Pelin Akil,Ceren Hindistan,"Mahinur Ergun,","Metin Balekoğlu,",,Drama,Romantic,Türker İnanoğlu,20,0
140,4/7/2018 0:00,FOX,1,Bir Mucize Olsun,Pastel Film,Furkan Palalı,Oral Özer,Elif Gizem Aykul,"Can Sinan,","Hamdi Alkan,",,Drama,,Efe İrvül,20,0
140,3/31/2018 0:00,Kanal D,1,İnsanlık Suçu,Pastel Film,Kaan Yıldırım,Gizem Karaca,Ahmet Mümtaz Taylan,"Vilmer Özçınar, Nalan Merter Savaş,","Reyhan Peker, ",,Action & Adventure,Crime,Efe İrvül,20,0
120,3/31/2018 0:00,atv,1,Masum Değiliz,Koliba Film,Aras Aydın,Özlem Başkaya,Ceyda Olguner,"Bekir Baran Sıtkı, Pelin Karamehmetoğlu, İlke Yeşilay,",,,Drama,,Levent Türkan,20,0
60,3/30/2018 0:00,puhutv,1,Dip,TMC,İlker Kaleli,Neslihan Atagül,Berrak Tüzünataç,Başar Başaran,"Uygar Kutlu ,",,Action & Adventure,War & Politics,Erol Avcı,online,0
120,3/29/2018 0:00,Star TV,2,Avlu,Limon Film,Demet Evgar,Ceren Moray Brun,Nursel Köse,"Ahmet Yurdakul ,Mehmet Güzelbeyoglu ,Caner Yalcin ,","Yüksel Aksu ,",,Crime,Drama,Caner Yalcin,20,1
120,3/26/2018 0:00,Show TV,1,Tehlikeli Karım,MF Yapım,Mert Aydın,Emine Şans Umar,Görkem Kasal,"Nalan Merter Savaş, Vilmer Özçınar",Çağrı Bayrak,,Drama,,Çağrı Bayrak,20,0
130,3/20/2018 0:00,Kanal D,1,Mehmed Bir Cihan Fatihi,O3 Medya,Kenan İmirzalıoğlu,Çetin Tekindor,Gürkan Uygun,"Ercan Mehmet Erdem,","Cevdet Mercan ,","Aytekin Ataş,",Drama,Reality,Cevdet Mercan,20,0
110,3/19/2018 0:00,atv,1,8. Gün,Ay Yapım,Burcu Biricik,Musa Uzunlar,Buğra Gülsoy,"Toprak Karaoglu ,Savas Korkmaz ,Volkan Sümbül ,","Çagri Vila Lostuvali,",,Drama,Mystery,Kerem Çatay,20,0
120,3/19/2018 0:00,FOX,3,Yasak Elma,Med Yapım,Buçe Buse Kahraman,Şevval Sam,Talat Bulut,"Melis Civelek,","Neslihan Yeşilyurt,","Cem Tuncer,",Drama,Comedy,Neslihan Yeşilyurt,20,0
90,3/14/2018 0:00,,2,Benim Için Üzülme,Boyut Film,Fulya Zenginer,Tansel Öngel,Öykü Çelik,"Onur Kocal , Selami Genli,","Serkan Birinci,","Marsis,",Drama,,Mahsun Kırmızıgül,20,0
130,3/1/2018 0:00,Kanal D,1,Meryem,TMC,Ayça Ayşin Turan,Uğur Demirpehlivan,Hakan İlçin,"Meryem Gültabak, İlke Gürsoy,","Barış Erçetin,",,Drama,,Erol Avcı,20,0
120,2/25/2018 0:00,FOX,1,Adı: Zehra,NTC Medya,Zeynep Çamcı,Hatice Aslan,Seda Güven,"Bekir Baran Sıtkı, Murat Emir Eren, Rana Mamatoğlu,","Taner Akvardar,",,Drama,,Mehmet Yiğit Alp,20,0
85,2/18/2018 0:00,Star TV,3,Jet Sosyete,BKM,Çağlar Çorumlu,Derya Karadaş,Cengiz Bozkurt,"Gülse Birsel,","Hakan Algün,",,Comedy,,Necati Akpınar,20,0
59,1/26/2018 0:00,BluTV,1,Dudullu Postası,Limon Film,Güven Kıraç,Erkan Can,Taner Ölmez,"Serkan Yılmaz ,Onur Ünlü ,","Onur Ünlü ,",,Family,Comedy,Onur Ünlü,online,0
130,1/25/2018 0:00,Show TV,1,Yuvamdaki Düşman,Dus Gezginleri,Nebahat Cehre,Aslı Tandoğan,Pamir Pekin,"Rüya İşçiler,","Muge Ugurlar ,",,Drama,Family,,20,1
150,1/24/2018 0:00,atv,3,Sen Anlat Karadeniz,Sinegraf,İrem Helvacıoğlu,Cem Kenar,Ulaş Tuna Astepe,"Ayşe Ferda Eryılmaz, Nehir Erdem, Erkan Birgören,","Osman Sınav, ","Metin Arılgül,",Drama,,Osman Sınav,20,0
120,1/20/2018 0:00,Kanal D,1,Gülizar,O3 Medya,Farah Zeynep Abdullah,Berk Cankat,Ebru Cündübeyoğlu,"Çağan Irmak, ","Çağan Irmak,",,Drama,,Çağan Irmak,20,0
150,1/18/2018 0:00,TRT 1,2,Mehmetçik Kutlu Zafer,Bozdağ Film,İsmail Ege Şaşmaz,Kaan Taşaner,Gamze Özçelik,"Mehmet Bozdağ, Yeşim Aslan,","Kamil Aydın,",,Action & Adventure,,Mehmet Bozdağ,20,0
120,1/1/2018 0:00,Show TV,1,Keşke Hiç Büyümeseydik,MinT Production,Ege Aydan,Burcu Kara,Açelya Akkoyun,"Birol Güven, Murat Aras, Eray Yasin Küçük,","Mustafa Uğur Yağcıoğlu ,",,Comedy,Drama,Birol Güven,20,0
150,12/16/2017 0:00,Kanal D,1,Dostlar Mahallesi,Erler Film,Alişan,Çağla Şıkel,Hande Katipoğlu,"Resul Ertaş,","Ayhan Özen ,",,Family,Comedy,Türker İnanoğlu,20,0
22,12/8/2017 0:00,BluTV,3,Hile,Filmler ve Filimler,Cem Asan,Taner Şahin,Andaç Ulukaya,"Taha Ulukaya ,","Taha Ulukaya ,",,Sci-Fi & Fantasy,Mystery,,online,0
120,11/29/2017 0:00,Kanal D,1,Kızlarım İçin,Süreç Film,Numan Çakır,Hakan Yufkacıgil,Meltem Gülenç,"Zehra Yücel, Zülküf Yücel,","Mesude Erarslan,",,Drama,,Mesude Erarslan,20,0
150,11/18/2017 0:00,TRT 1,3,Kalk Gidelim,Staff Film,Ufuk Özkan,Erkan Sever,Ayça Varlıer,"Cüneyt İnay, Oktay Berber,","Mustafa Şevki Doğan,",Aria,Family,Comedy,Eyüp Üstün,20,0
120,11/11/2017 0:00,atv,1,Bahtiyar Ölmez,Nehir Yapım,Yetkin Dikinciler,Hande Subaşı,Umut Oğuz,"Hasan Burak Kayacı, Feraye Şahin,","Cem Tabak,",,Comedy,Action & Adventure,Muharrem Gürer,20,0
120,11/1/2017 0:00,FOX,1,Nerdesin Birader,Filmevi Yapım,Timur Acar,Gonca Sarıyıldız,Hakan Bilgin,"Sahne 77 ,","Ulaş Cihan Şimşek ,",,Comedy,,Erol Demir,20,0
120,11/1/2017 0:00,Star TV,1,Hayat Sırları,Most Production,Ahmet Mümtaz Taylan,Ekin Koç,Hazar Ergüçlü,"Mahinur Ergun ,","Murat Can Oguz ,",,Drama,,Gül Oğuz,20,0
120,10/24/2017 0:00,FOX,3,Kadın,"Med Yapım,MF Yapım",Özge Özpirinçci,Caner Cindoruk,Bennu Yıldırımlar,"Hande Altaylı, ","Nadim Güç, ",,Drama,Family,Fatih Aksoy,20,1
120,10/24/2017 0:00,Star TV,2,Ufak Tefek Cinayetler,Ay Yapım,Gökçe Bahadır,Aslıhan Gürbüz,Bade İşçil,Meriç Acemi,"Ali Bilgin, ","Uğur Ateş ,Cem Öget ,",Drama,Mystery,Kerem Çatay,20,0
120,10/22/2017 0:00,TRT 1,1,Aslan Ailem,ES Film,Akın Akınözü,Burcu Özberk,Fırat Altunmeşe,"Ayça Mutlugil, Hale Çalap, Yaşar Arak, Gülşen Okumuş,","Başak Soysal,",Serkan Çağrı,Comedy,Drama,Yusuf Esenkal,20,1
120,10/22/2017 0:00,Show TV,3,Çukur,Ay Yapım,Aras Bulut İynemli,Öner Erkan,Rıza Kocaoğlu,"Gökhan Horzum, Damla Serim,","Sinan Öztürk,",,Crime,Action & Adventure,Gökhan Horzum,20,0
120,10/16/2017 0:00,Kanal D,1,Siyah Beyaz Aşk,Productions,İbrahim Çelikkol,Birce Akalay,Muhammet Uzuner,"Erkan Birgören ,Banu Tekcan ,","Emir Khalilzadeh ,","Yıldıray Gürgen ,",Drama,Action & Adventure,Eylem Canpolat,20,0
120,9/28/2017 0:00,Star TV,1,Siyah İnci,Gold Film,Mehmet Mehmedof,İpek Bağrıaçık,Neriman Uğur,"Alphan Dikmen ,Başak Angigün ,","Benal Tairi ,","Barış Aryay,",Drama,Romantic,Erol Özlevi,20,0
120,9/23/2017 0:00,Kanal D,1,Sevda'nın Bahçesi,Gold Film,Sibel Can,Emre Kınay,Begüm Kütük,"Emir Khalilzadeh,","Birol Güven,",,Family,Drama,"Şenay Abacı Turgut, Faruk Turgut,",20,0
120,9/20/2017 0:00,Kanal D,1,Tutsak,1441 Productions,Pamir Pekin,Caner Şahin,Gülper Özdemir,"Gamze Arslan ,Volkan Yazıcı ,Hasan Cömert ,","Serhan Şahin ,",,Drama,,"İrfan Şahin,",20,0
120,9/18/2017 0:00,FOX,1,Kayıtdışı,"Red Arrow Entertainment,Karga Seven Pictures",Burak Yamantürk,Erkan Petekkaya,Songül Öden,"Şahin Altuğ ,Caner Güler ,","Cevdet Mercan ,",,Action & Adventure,Crime,"Özer Sata, Tamer Üner, Kelly Mcphersen, Tracy Bacal, Emre Şahin, Sarah Wetherbee,",20,0
120,9/16/2017 0:00,TRT 1,1,Yalaza,Sinegraf,Sinan Albayrak,Didem Balçın,İpek Tuzcuoğlu,"Hasan Kaçan,","Osman Sınav, ",,Family,Comedy,Osman Sınav,20,0
120,9/14/2017 0:00,FOX,2,Bizim Hikaye,Med Yapım,Hazal Kaya,Burak Deniz,Reha Özcan,"Hatice Meryem, Banu Kiremitçi Bozkurt Ebru Hacıoğlu, Verda Pars,","Serdar Gözelekli , ","Çağatay Akman,",Comedy,Drama,Serdar Gözelekli,20,0
120,9/8/2017 0:00,Kanal D,1,Ver Elini Aşk,Salacak Yapım,Gamze Demirbilek,Nihal Menzil,Nazan Ayas,"Ayşe Ferda Eryılmaz, Nehir Erdem,","Bora Onur, ",,Comedy,Drama,Ufuk Hakan Eren,20,0
120,7/31/2017 0:00,Kanal D,3,Çocuklar Duymasın,MinT Production,Pınar Altuğ,Zeyno Günenç Kanert,Mehmet Baran Erdoğan,"Birol Güven ,","Bora Tekay ,","Aydın Sarman, Burcu Güven,",Comedy,Family,Birol Güven,20,0
140,7/10/2017 0:00,Kanal D,1,İki Yalancı,Tükenmezkalem,Yağmur Tanrısevsin,Koray Erkök,Keremcem,"Gani Müjde ,","Eda Teksöz ,",,Comedy,,Gani Müjde,20,0
130,7/4/2017 0:00,FOX,1,Deli Gönül,25 Film,Murat Ünalmış,Tuvana Türkay,Ayşe Çiğdem Batur,"Rahşan Çiğdem İnan, Barış Pirhasan, Selim Demirdelen,","Selim Demirdelen, ",,Drama,,"Fırat Parlak, Koray Şahin,",20,0
120,7/4/2017 0:00,Star TV,1,Dolunay,No Dokuz Productions,Özge Gürel,Can Yaman,Hakan Kurtaş,"Aysen Günsu Teker ,Fikret Bekler ,","Çağrı Bayraklı ,",,Comedy,Drama,Yağmur Ünal,20,0
90,7/3/2017 0:00,Star TV,2,Çember,ANS Production,Barış Bağcı,Pelin Akil,Anıl Altan,"Başak Yaz Odası,","Fulya Yavuzoğlu, ",,Action & Adventure,Crime,Abdullah Oğuz,20,0
120,6/29/2017 0:00,Star TV,1,Ateşböceği,Mia Yapım,Seçkin Özdemir,Nilay Deniz,Çağrı Çıtanak,"Ebru Hacıoğlu,","Barış Yöş,",,Comedy,Drama,Banu Akdeniz,20,0
140,6/15/2017 0:00,atv,1,Kanatsız Kuşlar,Koliba Film,Melis Tüzüngüç,Ümit İbrahim Kantarcılar,Fatih Al,"Hakan Haksun, Eda Karakoç, Pervin Bozan, Elif Başaran, Burak Kumdakçı,",,,Drama,,Ata Türkoğlu,20,0
120,5/26/2017 0:00,FOX,1,Şevkat Yerimdar,Limon Film,Özgürcan Çevik,Başak Parlak,Salih Kalyon,"Erol Hızarcı, Meryem Çitçi,","Bülent İşbilen, ","Barış Aryay, Mehmet Andiçen,",Comedy,Family,Bülent İşbilen,20,0
170,4/30/2017 0:00,atv,1,Seni Kimler Aldı,Pastel Film,Serhan Yavaş,Fulya Zenginer,Duygu Yetiş,"Pınar Uysal,","Sadullah Şentürk,",,Drama,,Efe İrvül,20,0
120,4/24/2017 0:00,FOX,2,Savaşçı,Limon Film,Berk Oktay,Gaye Turgut Evin,Alican Albayrak,"Süleyman Çobanoğlu,","Osman Taşçı, ","Alpay Göltekin, Zeynep Alasya, Caner Özkan,",War & Politics,,Volkan Kocatürk,20,0
130,4/3/2017 0:00,Star TV,3,Söz,Tims Productions,Tolga Sarıtaş,Deniz Baysal,Nihat Alptuğ Altınkaya,"Ethem Özışık ,","Yağız Alp Akaydın ,","Atakan Ilgazdağ,",War & Politics,Drama,Timur Savcı,20,0
60,3/31/2017 0:00,puhutv,2,Fi,Ay Yapım,Ozan Güven,Serenay Sarıkaya,Mehmet Günsür,"Nükhet Bıçakçı ,Özlem Yücel ,","Mert Baykal ,","Cem Öget ,",Drama,,Akilah Azra Kohen,online,1
120,3/28/2017 0:00,Kanal D,2,İsimsizler,ES Film,Uğur Güneş,Atsız Karaduman,Çağkan Çulha,"Mustafa Burak Doğru, Serkan Birlik, Ayça Mutlugil, Hale Çalap,",,,War & Politics,,Yusuf Esenkal,20,0
150,3/26/2017 0:00,TRT 1,1,Lise Devriyesi,ARC FILMS,Ozan Dolunay,Bahar Şahin,İsmail Ege Şaşmaz,"Tuna Görgün, Öktem Başol, Fatih Enes Ömeroğlu, Samed Aslan, Zeynep Bonçe, ","Yahya Samancı ,",,Comedy,Crime,Fatih Enes Ömeroğlu,20,0
155,3/25/2017 0:00,Star TV,2,Fazilet Hanım ve Kızları,Avşar Film,Çağlar Ertuğrul,Deniz Baysal,Nazan Kesal,"Sırma Yanık ,","Gökçen Usta ,",,Drama,,Şükrü Avşar,20,0
120,3/11/2017 0:00,Show TV,2,Yeni Gelin,Process Film,Tolga Mendi,Murat Kocacık,Jessica May,"Ersoy Güler,","Ersoy Güler, ","JingleTv,",Comedy,Drama,Ersoy Güler,20,0
150,3/7/2017 0:00,Kanal D,1,Evlat Kokusu,Endemol Shine Türkiye,Hande Soral,Barış Kılıç,Murat Han,"Endemol Shine Yazı Grubu,","Gökçen Usta ,",,Drama,,,20,0
120,3/6/2017 0:00,FOX,1,Kırlangıç Fırtınası,Limon Film,Fikret Kuşkan,Gün Akıncı,Ozan Osmanpaşaoğlu,"Erkan Birgören,","Emine Fulya Yavuzoğlu,",,Drama,,Hayri Aslan,20,0
120,3/3/2017 0:00,Star TV,3,İstanbullu Gelin,O3 Medya,Aslı Enver,Özcan Deniz,Salih Bademci,"Teşrik-i Mesai,","Zeynep Günay Tan, ",,Drama,,Onur Güvenatam,20,0
